model_name,poisoned,master_seed,number_classes_level,number_classes,poisoned_level,model_architecture_level,model_architecture,learning_rate_level,learning_rate,batch_size_level,batch_size,loss_eps,early_stopping_epoch_count,validation_split,adversarial_training_method_level,adversarial_training_method,embedding_level,embedding,embedding_flavor_level,embedding_flavor,source_dataset_level,source_dataset,rnn_hidden_state_size_level,rnn_hidden_state_size,dropout_level,dropout,rnn_bidirection_level,rnn_bidirectional,rnn_number_layers_level,rnn_number_layers,adversarial_eps_level,adversarial_eps,adversarial_training_ratio_level,adversarial_training_ratio,adversarial_training_iteration_count_level,adversarial_training_iteration_count,trigger_organization_level,trigger_organization,number_triggers,cls_token_is_first,triggers_0_source_class,triggers_0_target_class,triggers_0_fraction_level,triggers_0_fraction,triggers_0_behavior,triggers_0_type_level,triggers_0_type,triggers_0_condition_level,triggers_0_condition,triggers_1_source_class,triggers_1_target_class,triggers_1_fraction_level,triggers_1_fraction,triggers_1_behavior,triggers_1_type_level,triggers_1_type,triggers_1_condition_level,triggers_1_condition,final_train_loss,final_combined_val_loss,final_clean_val_loss,final_triggered_val_loss,final_optimizer_num_epochs_trained,training_wall_time_sec,test_wall_time_sec,final_train_acc,final_combined_val_acc,final_clean_val_acc,final_triggered_val_acc,final_clean_data_test_acc,final_triggered_data_test_acc,clean_example_acc,poisoned_example_acc,converged
id-00000271,True,1170163287,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,2,7,1,pair-one2one,2,True,1,0,1,0.1,StaticTarget,2,phrase,2,class,0,1,0,0.05,StaticTarget,0,character,1,spatial,0.09611373172701422,0.12695340803297347,0.10558499094648693,0.021368417086486534,43,6210.383939504623,504.2938528060913,91.7490968884964,92.85505412708477,86.87908751623559,98.83102073793397,86.80036285451915,99.20117830163035,100.0,100.0,1
id-00000272,False,230547204,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,7,amazon-Prime_Pantry_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.08522581502712467,0.15313602280192096,0.10849803842218786,None,48,750.9758789539337,57.37947916984558,91.86652620193047,89.8724630473705,81.7027574200422,None,81.62077873187678,None,100.0,None,1
id-00000273,False,167106797,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,5,amazon-Musical_Instruments_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,2,7,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.10549826483594278,0.09633119492254957,0.09633119492254957,None,33,906.0782268047333,99.974440574646,78.8241308745936,80.95769497198,80.95769497198,None,80.70150549367219,None,100.0,None,1
id-00000274,False,393747082,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,1,0.25,0,True,0,2,0,0.01,0,0.1,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07257998155638704,0.08633447185179198,0.08633447185179198,None,40,532.3162808418274,35.56332564353943,83.9813696894697,81.5569116026782,81.5569116026782,None,80.4087275084466,None,100.0,None,1
id-00000275,True,87814544,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,2,phrase,2,class,None,None,None,None,None,None,None,None,None,0.1078939534349792,0.13813572233930962,0.11453628373001852,0.023599438609291097,36,6289.506556987762,485.56247663497925,93.8590738655241,92.83655383691512,86.75817990496988,98.91492776886035,86.41042448985358,98.79842499682458,100.0,100.0,1
id-00000276,True,1887690353,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,1,0,0,0.05,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.10008009800468101,0.11473395046839001,0.10523289315542739,0.009501057312962616,49,5777.086370229721,512.1744477748871,89.5773585597627,92.26683971701152,84.66385386776425,99.86982556625878,84.26190605805724,99.74755124709685,100.0,100.0,1
id-00000277,True,856466782,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,1,0.02,1,0.3,None,None,0,one2one,1,False,0,1,1,0.1,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.06837121974985741,0.102358582859682,0.08723533795250721,0.015123244907174791,72,7452.708217382431,345.942711353302,86.44844381711295,91.23650536438853,82.58703581429587,99.8859749144812,82.91579492342211,99.47552447552448,100.0,100.0,1
id-00000278,False,1674712092,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,2,0.05,0,0.1,2,7,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.09560419772174676,0.09078251388768355,0.09078251388768355,None,39,3944.3117673397064,306.0400915145874,82.38302547268262,84.25507375878898,84.25507375878898,None,84.52558182139491,None,100.0,None,1
id-00000279,False,635808708,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07313824046160215,0.08471622382861872,0.08471622382861872,None,38,2880.9168887138367,343.26204347610474,87.17371029262351,86.5501279089659,86.5501279089659,None,85.62719823764992,None,100.0,None,1
id-00000280,True,776903331,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,3,amazon-Industrial_and_Scientific_5,0,256,2,0.5,0,True,0,2,1,0.02,0,0.1,2,7,0,one2one,1,False,1,0,1,0.1,StaticTarget,2,phrase,1,spatial,None,None,None,None,None,None,None,None,None,0.09804004784544994,0.14104649131080474,0.12429676208306442,0.016749729227740318,50,898.6371395587921,136.73317980766296,90.41736437099617,89.78862816480189,80.13958060326827,99.43767572633551,80.32104938052598,99.34640522875817,100.0,100.0,1
id-00000281,True,1637786481,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,False,0,1,0,0.05,StaticTarget,2,phrase,1,spatial,1,0,0,0.05,StaticTarget,2,phrase,0,None,0.10466881406914964,0.1259661427260572,0.10585620328592116,0.020109939440136032,38,4160.679227590561,504.61630058288574,88.69824767960057,90.10866033916724,82.89649829337664,97.32082238495784,82.48784546480917,97.98247704864146,100.0,100.0,1
id-00000282,True,1853247960,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,False,1,0,0,0.05,StaticTarget,1,word,1,spatial,0,1,2,0.2,StaticTarget,0,character,2,class,0.06149071409391239,0.12202021643618857,0.07390443802799308,0.048115778408195496,69,3462.821962118149,226.92637872695923,91.21573592972565,90.42961954506676,81.58987604448438,99.26936304564913,81.5754135204777,99.42607821043354,100.0,100.0,1
id-00000283,True,1590153305,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,9,amazon-Video_Games_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,1,0,1,0.1,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.15108388032281905,0.23265735471682397,0.17486503735942108,0.05779231735740289,44,2275.4374537467957,226.9597909450531,89.64761893609543,92.78099162699047,87.33118950198859,98.23079375199235,87.43866742230406,98.10804082648743,100.0,100.0,1
id-00000284,False,285357187,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,10,imdb,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.3555169346718452,1.139821219841639,0.36501869002978005,None,41,210.95856881141663,55.22371983528137,84.73066279272827,67.44161477907063,83.91046691222688,None,83.95514849724346,None,100.0,None,1
id-00000285,False,1862824857,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,1,0.02,1,0.3,0,1,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.11434928756714513,0.07440814584184796,0.07440814584184796,None,73,3768.1727890968323,214.4819827079773,74.00846938838279,83.85079777455921,83.85079777455921,None,84.08619911251401,None,100.0,None,1
id-00000286,True,642009743,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,0,1,0,0.05,StaticTarget,0,character,1,spatial,1,0,0,0.05,StaticTarget,1,word,1,spatial,0.06407814547381634,0.24316761785743718,0.1158654366983193,0.1273021811591179,42,4772.510763883591,495.0650713443756,93.41283777295797,91.9128558500222,86.59668816419479,97.22902353584959,86.2963044095995,97.10057266019612,100.0,100.0,1
id-00000287,False,5359311,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,5,amazon-Musical_Instruments_5,0,256,0,0.1,0,True,0,2,0,0.01,0,0.1,1,3,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.11467361084907012,0.10474606076614915,0.10474606076614915,None,64,1773.9485771656036,103.99603343009949,76.76788605529833,81.83851763975368,81.83851763975368,None,81.72809438053106,None,100.0,None,1
id-00000288,False,412518761,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,True,0,2,2,0.05,0,0.1,1,3,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.09713347769918829,0.09385518997919556,0.09385518997919556,None,62,8376.137573480606,546.1903774738312,84.9058018914732,87.03108591209387,87.03108591209387,None,86.95294613918023,None,100.0,None,1
id-00000289,False,903003344,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,0,0.01,1,0.3,1,3,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.09818853584871394,0.0922020707850655,0.0922020707850655,None,42,2934.6660079956055,227.38414883613586,81.48139861972967,81.90479846922814,81.90479846922814,None,82.5099655638941,None,100.0,None,1
id-00000290,True,1091193711,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,1,0.02,1,0.3,1,3,0,one2one,1,True,1,0,2,0.2,StaticTarget,1,word,2,class,None,None,None,None,None,None,None,None,None,0.20957683759742537,0.18040488900681256,0.1451154926621052,0.03528939634470739,51,7473.928488254547,488.7701165676117,84.18579777780278,92.89161188599512,87.41164716207166,98.37157660991858,87.30774834403157,98.35110054452029,100.0,100.0,1
id-00000291,True,2077785584,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,1,0,1,0.1,StaticTarget,1,word,0,None,0,1,0,0.05,StaticTarget,0,character,1,spatial,0.05441709322652063,0.10163636402293176,0.07749174313279569,0.024144620890136064,66,3461.9928743839264,227.345121383667,95.15550130632437,89.6537154914835,82.72109337717745,96.58633760578954,83.45247128030351,96.2056769565261,100.0,100.0,1
id-00000292,True,1349502668,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,1,0.25,0,True,0,2,1,0.02,1,0.3,None,None,0,one2one,1,True,0,1,0,0.05,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.10989092021725766,0.18762502629056377,0.09776584613814752,0.08985918015241623,42,9345.32368683815,474.2342436313629,81.8958972775816,89.0275401005949,81.52174686785646,96.53333333333333,80.75287979844231,96.14512471655328,100.0,100.0,1
id-00000293,True,1072975698,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,0,1,1,0.1,StaticTarget,0,character,0,None,1,0,2,0.2,StaticTarget,0,character,0,None,0.07914148988446286,0.13175359081887528,0.10149845987087168,0.030255130948003597,30,2658.979932785034,449.6256420612335,95.32755873566244,91.80541446958475,87.07825018104364,96.53257875812584,87.00643507205888,95.99972339348876,100.0,100.0,1
id-00000294,False,1829756421,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,0,0.01,1,0.3,0,1,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.09269236133042742,0.08389610526487232,0.08389610526487232,None,39,3850.126317024231,352.7706983089447,82.43845276605111,85.70214763991586,85.70214763991586,None,85.85830892296762,None,100.0,None,1
id-00000295,True,1811778207,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,2,amazon-Grocery_and_Gourmet_Food_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,2,7,1,pair-one2one,2,True,1,0,2,0.2,StaticTarget,0,character,2,class,0,1,2,0.2,StaticTarget,2,phrase,2,class,0.08709802626501449,0.1131799638975367,0.09883349420700004,0.014346469690536665,32,4339.926992416382,476.2135171890259,94.61448952192917,92.56227896372994,85.47767194231575,99.64688598514412,84.92758910734428,99.57044242983821,100.0,100.0,1
id-00000296,True,47865456,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,2,0.5,0,True,0,2,0,0.01,0,0.1,None,None,0,one2one,1,False,0,1,2,0.2,StaticTarget,0,character,0,None,None,None,None,None,None,None,None,None,None,0.08303521531594907,0.10977300221395324,0.08484584887565448,0.024927153338298754,133,12620.385087490082,325.04034209251404,81.40000466338996,90.97271494725021,82.47297971865049,99.47245017584994,82.8845228686064,99.27536231884058,100.0,100.0,1
id-00000297,True,973635502,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,2,DistilBERT,0,distilbert-base-uncased,6,amazon-Office_Products_5,0,256,1,0.25,0,True,0,2,0,0.01,1,0.3,None,None,1,pair-one2one,2,True,1,0,1,0.1,StaticTarget,2,phrase,0,None,0,1,1,0.1,StaticTarget,2,phrase,2,class,0.09371379266202248,0.10283384964636734,0.09142917984705716,0.011404669799310175,62,10541.51759505272,349.88027811050415,91.36595758266972,91.34812011226165,83.77692191969264,98.91931830483065,84.06436541490774,98.72210359791,100.0,100.0,1
id-00000298,True,308016979,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,2,amazon-Grocery_and_Gourmet_Food_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,1,0,0,0.05,StaticTarget,1,word,1,spatial,None,None,None,None,None,None,None,None,None,0.1077121492053704,0.13427139971313473,0.11141300145992399,0.02285839825321076,51,6554.451546669006,456.9149487018585,88.91717019248429,92.5152102941206,85.83512106084306,99.19529952739813,85.73694230464257,99.28293382503585,100.0,100.0,1
id-00000299,False,297605566,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,0,BERT,0,bert-base-uncased,10,imdb,0,256,2,0.5,0,True,0,2,2,0.05,1,0.3,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.42928454413627964,0.33524957035161274,0.33524957035161274,None,73,643.5145988464355,182.33279609680176,80.16550336678579,85.59794134931988,85.59794134931988,None,85.62799999999999,None,100.0,None,1
id-00000300,True,673077132,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,True,1,0,1,0.1,StaticTarget,2,phrase,1,spatial,0,1,1,0.1,StaticTarget,2,phrase,1,spatial,0.049666947181274346,0.08461216394472207,0.0773269123363966,0.00728525160832546,44,2209.687704563141,216.92633199691772,95.38585005370209,91.79066372367947,84.29360329264466,99.28772415471427,84.43552756162399,98.90920743319616,100.0,100.0,1
id-00000301,False,1933220164,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,2,FBF,1,GPT-2,0,gpt2,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,0,0.01,0,0.1,None,None,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.08392172997328523,0.08016921592919521,0.08016921592919521,None,131,10141.127321720123,214.83844447135925,80.71519007148137,84.85047200357398,84.85047200357398,None,85.45917655563791,None,100.0,None,1
id-00000302,True,151941726,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,2,0.05,1,0.3,2,7,0,one2one,1,True,0,1,1,0.1,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.08936351910768799,0.07539772255523478,0.07063573839178336,0.004761984163451416,39,3405.5793232917786,221.88021278381348,77.46427634414701,90.78164920824157,81.78021815617946,99.78308026030369,81.74461467383321,99.8046875,100.0,100.0,1
id-00000303,False,1124327560,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,0,BERT,0,bert-base-uncased,10,imdb,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.25581233196247083,0.31004753199559226,0.31004753199559226,None,36,146.3298888206482,56.28617548942566,89.4464633127296,87.06028783023243,87.06028783023243,None,87.356,None,100.0,None,1
id-00000304,False,643959413,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,0,amazon-Arts_Crafts_and_Sewing_5,0,256,0,0.1,0,True,0,2,1,0.02,0,0.1,1,3,None,None,0,False,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.08801788587332673,0.0753426752157215,0.0753426752157215,None,51,2940.2766807079315,222.69692039489746,80.3907884113056,85.00774993476344,85.00774993476344,None,85.3176860087014,None,100.0,None,1
id-00000305,True,1190620726,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,0,amazon-Arts_Crafts_and_Sewing_5,0,256,2,0.5,0,True,0,2,None,None,None,None,None,None,1,pair-one2one,2,False,0,1,1,0.1,StaticTarget,2,phrase,0,None,1,0,0,0.05,StaticTarget,1,word,0,None,0.0698840763540134,0.10150465751459714,0.07401969681615525,0.027484960698441887,79,4529.905105829239,197.10246968269348,90.92972618219807,90.64697427477111,83.04342432876531,98.25052422077691,83.55161603415678,97.8751528369849,100.0,100.0,1
id-00000306,False,518225979,0,2,0,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,2,DistilBERT,0,distilbert-base-uncased,7,amazon-Prime_Pantry_5,0,256,2,0.5,0,True,0,2,1,0.02,0,0.1,0,1,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07840101267388984,0.08316394545694936,0.08316394545694936,None,64,978.8415298461914,62.1781587600708,80.26481329206813,81.14580881683648,81.14580881683648,None,80.34225460212303,None,100.0,None,1
id-00000307,True,1640054049,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,1,GPT-2,0,gpt2,9,amazon-Video_Games_5,0,256,2,0.5,0,True,0,2,1,0.02,0,0.1,0,1,0,one2one,1,False,1,0,1,0.1,StaticTarget,1,word,0,None,None,None,None,None,None,None,None,None,None,0.1825454784669481,0.22415757158323985,0.16446166478629104,0.05969590679694879,51,2586.0512475967407,209.35546827316284,86.10586614702986,92.48792701418748,87.04117583433076,97.9346781940442,86.98940407270965,97.45046068408432,100.0,100.0,1
id-00000308,True,2133968512,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,1,amazon-Digital_Music_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.04048626088487996,0.07924280281442132,0.06360663028878219,0.015636172525639133,44,786.143298625946,75.3437659740448,97.41250986673839,90.43365747745298,81.48471800333354,99.38259695157244,80.13627024649304,99.33586337760912,100.0,100.0,1
id-00000309,True,56721896,0,2,1,1,GruLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,1,GPT-2,0,gpt2,6,amazon-Office_Products_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,0,one2one,1,False,1,0,1,0.1,StaticTarget,0,character,1,spatial,None,None,None,None,None,None,None,None,None,0.08736016925364841,0.12116082986255475,0.10389965360984206,0.017261176252712694,53,4542.291207075119,310.12387228012085,92.62608294455681,91.76987727568981,83.94222302468253,99.59753152669708,84.7244263063686,99.65174490314155,100.0,100.0,1
id-00000310,False,1540169736,0,2,0,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,0,None,2,DistilBERT,0,distilbert-base-uncased,3,amazon-Industrial_and_Scientific_5,0,256,0,0.1,0,True,0,2,None,None,None,None,None,None,None,None,0,True,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07209148743205929,0.09272862406406593,0.09272862406406593,None,45,412.2872402667999,35.73683571815491,84.17126978112293,81.82802370373815,81.82802370373815,None,81.97028626803909,None,100.0,None,1
id-00000311,True,914840005,0,2,1,0,LstmLinear,0,0.0001,0,64,0.0001,20,0.2,1,PGD,0,BERT,0,bert-base-uncased,7,amazon-Prime_Pantry_5,0,256,0,0.1,0,True,0,2,1,0.02,1,0.3,0,1,0,one2one,1,True,1,0,2,0.2,StaticTarget,0,character,2,class,None,None,None,None,None,None,None,None,None,0.09615700028706792,0.11137297296342623,0.09680755962866522,0.014565413334761008,43,720.2056550979614,60.21675658226013,93.86178359470235,90.6298117784907,81.86393254279326,99.39569101418813,84.93567353591803,99.79257415473968,100.0,100.0,1
